"Name","StatusString","Owner","HostName","OperatingSystem","CPUCount","Memory","TotalSize","Version","VMCheckpoints"
"dev-scs-k8s-new-04","Stopped","ETR\y.grishkin","etr-host-14.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","12","32768","48393879552","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"s7-web03-test","Running","ETR\v.trofimovich","etr-host-08.etr.eastbanctech.ru","Windows Server 2019 Standard","4","16384","45034242048","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-victoriametrics-01","Running","ETR\y.bushuev","etr-host-04.etr.eastbanctech.ru","Other Linux (64 bit)","4","8192","54534340608","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-itinvent-01","Running","ETR\v.dutov","etr-host-05.etr.eastbanctech.ru","Windows Server 2019 Standard","2","8192","27988590592","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"te-vault-01","Running","ETR\a.rusinov","etr-host-07.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","4","8192","12188647424","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-sigma-db-04","Running","ETR\a.kubyshkin","etr-host-02.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","4","8192","62822285312","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"s7-sql-test","Stopped","ETR\y.grishkin","etr-host-05.etr.eastbanctech.ru","64-bit edition of Windows Server 2008 R2 Standard","8","12288","772901175296","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-adfs-03","Stopped","ETR\y.bushuev","dev-host-02.etr.eastbanctech.ru","Windows Server 2016 Standard","4","1024","45537558528","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-vpn-03","Running","ETR\d.khromenko","etr-host-05.etr.eastbanctech.ru","Windows Server 2019 Standard","4","4096","30370955264","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"s7-sql-prod","Stopped","ETR\y.grishkin","dev-host-02.etr.eastbanctech.ru","64-bit edition of Windows Server 2008 R2 Enterprise","4","1024","236160286720","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"te-lb-01","Running","ETR\a.rusinov","etr-host-03.etr.eastbanctech.ru","Other Linux (64 bit)","2","2048","15472787456","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-olap-02","Running","ETR\g.sidorov","etr-host-08.etr.eastbanctech.ru","Windows Server 2016 Standard","12","32768","120565268480","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-te-k8s-06","Running","ETR\e.paraga","etr-host-03.etr.eastbanctech.ru","Other Linux (64 bit)","24","32768","50977570816","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-ingos-elk-01","Running","ETR\a.rusinov","etr-host-08.etr.eastbanctech.ru","Other Linux (64 bit)","4","16384","58091110400","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-nexus-proxy-01","Running","ETR\v.trofimovich","etr-host-05.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","4","6144","221597663744","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-sigma-k8s-07","Running","ETR\a.kubyshkin","etr-host-04.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","16","40960","40940601344","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-dc-01","Running","ETR\v.trofimovich","etr-host-05.etr.eastbanctech.ru","Windows Server 2019 Standard","2","4096","31243370496","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"te-elk-02","Running","ETR\v.shakhov","etr-host-04.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","4","16640","173283475456","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-tfs-db-01","Running","ETR\d.khromenko","etr-host-03.etr.eastbanctech.ru","Windows Server 2019 Standard","16","32768","465873928192","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-sberins-db-01","Stopped","ETR\s.belenkaya","etr-host-14.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","2","2048","43696259072","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"te-k8s-01","Running","ETR\e.paraga","etr-host-06.etr.eastbanctech.ru","Other Linux (64 bit)","4","4096","14034141184","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"s7-olap01-dev","Running","ETR\v.trofimovich","etr-host-05.etr.eastbanctech.ru","Windows Server 2019 Standard","12","12288","86138421248","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-te-moss13-01","Stopped","ETR\y.bushuev","dev-host-02.etr.eastbanctech.ru","Windows Server 2012 R2 Standard","8","16384","196498948096","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-sigma-k8s-09","Running","ETR\a.kubyshkin","etr-host-03.etr.eastbanctech.ru","Other Linux (64 bit)","16","40960","40638611456","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"te-relay-01","Running","ETR\a.rusinov","etr-host-07.etr.eastbanctech.ru","Other Linux (64 bit)","2","2048","9734979584","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-lm-pg-01","Running","ETR\a.korsun","etr-host-08.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","4","4096","11316232192","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-te-k8s-01","Running","ETR\e.paraga","etr-host-06.etr.eastbanctech.ru","Other Linux (64 bit)","4","4096","18228445184","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-olap-01","Running","ETR\k.anisimov","etr-host-01.etr.eastbanctech.ru","Windows Server 2016 Standard","8","16384","85299560448","5.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-lm-moss-01","Stopped","ETR\y.bushuev","dev-host-02.etr.eastbanctech.ru","Windows Server 2016 Standard","8","8192","61777903616","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-sigma-k8s-03","Running","ETR\a.kubyshkin","etr-host-01.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","16","40960","42316333056","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-lm-pg-02","Stopped","ETR\a.korsun","dev-host-02.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","4","4096","5947523072","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-efko-02","Running","ETR\d.simakov","etr-host-07.etr.eastbanctech.ru","Ubuntu Linux 16.04 (64 bit)","4","8192","42450550784","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-matiss-03","Stopped","ETR\g.sidorov","dev-host-02.etr.eastbanctech.ru","Unknown","2","1024","20505952256","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-delegationservice-dbmngr-01","Running","ETR\e.paraga","etr-host-05.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","2","4096","8057257984","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-efko-12","Stopped","ETR\d.simakov","dev-host-02.etr.eastbanctech.ru","Windows Server 2012 R2 Standard","8","8192","175896526848","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-rsa-01","Stopped","ETR\y.bushuev","dev-host-02.etr.eastbanctech.ru","Windows Server 2016 Standard","4","4096","64428703744","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-scs-k8s-new-01","Stopped","ETR\e.paraga","etr-host-14.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","4","4096","10913579008","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-adfs-01","Running","ETR\d.khromenko","etr-host-07.etr.eastbanctech.ru","Windows Server 2016 Standard","4","4096","35773218816","5.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-salesftp-02","Stopped","ETR\y.bushuev","dev-host-02.etr.eastbanctech.ru","Windows Server 2016 Standard","4","4096","28525461504","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-ingos-03","Running","ETR\v.savkin","etr-host-07.etr.eastbanctech.ru","Windows Server 2016 Standard","8","4096","63321407488","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-vsk-02","Stopped","ETR\s.goryakin","dev-host-01.etr.eastbanctech.ru","Ubuntu Linux 14.04 (64 bit)","4","4096","13027508224","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-vsk-news-01","Running","ETR\s.goryakin","etr-host-01.etr.eastbanctech.ru","Windows Server 2016 Standard","8","4096","49731862528","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-print-01","Running","ETR\v.dutov","etr-host-04.etr.eastbanctech.ru","Windows Server 2019 Standard","2","4096","30236737536","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-nexus3-02","Running","ETR\v.trofimovich","etr-host-08.etr.eastbanctech.ru","Other Linux (64 bit)","4","8192","34535899136","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-scs-k8s-new-02","Stopped","ETR\y.grishkin","etr-host-01.etr.eastbanctech.ru","Other Linux (64 bit)","12","32768","49803165696","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-mssql-node-02","Running","ETR\y.bushuev","etr-host-04.etr.eastbanctech.ru","Windows Server 2019 Standard","8","16384","219953496064","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-rsa-02","Running","ETR\y.bushuev","etr-host-05.etr.eastbanctech.ru","Windows Server 2019 Standard","2","4096","34733031424","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"s7-moss-test","Stopped","ETR\y.grishkin","etr-host-08.etr.eastbanctech.ru","64-bit edition of Windows Server 2008 R2 Standard","4","16384","214719004672","5.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"te-tfs-10","Running","ETR\v.shakhov","etr-host-03.etr.eastbanctech.ru","Windows Server 2019 Standard","8","16384","43020976128","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-hrdt-22","Running","ETR\a.tsebenko","etr-host-04.etr.eastbanctech.ru","Other Linux (64 bit)","16","12288","117616672768","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-project-01","Running","ETR\d.khromenko","etr-host-01.etr.eastbanctech.ru","Windows Server 2012 R2 Standard","8","32768","101841895424","5.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"s7-sql2-test","Running","ETR\g.sidorov","etr-host-02.etr.eastbanctech.ru","Windows Server 2016 Standard","32","32768","960277512192","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-dc-06","Running","ETR\v.trofimovich","etr-host-01.etr.eastbanctech.ru","Windows Server 2019 Standard","8","4096","61073260544","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-te-k8s-07","Running","ETR\e.paraga","etr-host-02.etr.eastbanctech.ru","Other Linux (64 bit)","24","32768","49467621376","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-keycloak-01","Running","ETR\e.paraga","etr-host-06.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","2","4096","8694792192","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"te-build-12","Running","ETR\v.trofimovich","etr-host-07.etr.eastbanctech.ru","Windows Server 2019 Standard","8","4096","88923439104","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-minio-02","Running","ETR\e.paraga","etr-host-04.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","4","4096","41313894400","5.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-pass-04","Running","ETR\y.bushuev","etr-host-04.etr.eastbanctech.ru","Other Linux (64 bit)","4","8192","25610420224","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"s7-moss-prod","Stopped","ETR\y.grishkin","dev-host-02.etr.eastbanctech.ru","64-bit edition of Windows Server 2008 R2 Enterprise","6","2048","214719004672","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-hrdt-16","Stopped","ETR\a.tsebenko","etr-host-03.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","4","6144","118048686592","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-s7-multipass-02","Stopped","ETR\k.skorobogatov","dev-host-02.etr.eastbanctech.ru","Ubuntu Linux 16.04 (64 bit)","2","5120","21311258624","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-runner-07","Running","ETR\e.paraga","etr-host-01.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","24","32768","948961280000","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"te-k8s-04","Running","ETR\e.paraga","etr-host-04.etr.eastbanctech.ru","Other Linux (64 bit)","24","32768","51212451840","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-wsus-02","Running","ETR\v.shakhov","etr-host-05.etr.eastbanctech.ru","Windows Server 2019 Standard","8","8192","136671395840","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-site-en-02","Stopped","ETR\y.bushuev","dev-host-02.etr.eastbanctech.ru","CentOS Linux 7 (64 bit)","2","4096","10338959360","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-lm-03","Running","ETR\a.korsun","etr-host-03.etr.eastbanctech.ru","64-bit edition of Windows Server 2012 Standard","16","16384","107277713408","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-sigma-k8s-08","Running","ETR\a.kubyshkin","etr-host-03.etr.eastbanctech.ru","Other Linux (64 bit)","16","40960","41376808960","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-ceph-02","Running","ETR\a.rusinov","etr-host-06.etr.eastbanctech.ru","Other Linux (64 bit)","4","8192","14369685504","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"te-moss-01","Stopped","ETR\y.bushuev","dev-host-02.etr.eastbanctech.ru","Windows Server 2019 Standard","8","16384","39229325312","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-lm-k8s-02","Running","ETR\a.korsun","etr-host-03.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","12","40960","42484105216","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-lm-rm","Running","ETR\a.korsun","etr-host-02.etr.eastbanctech.ru","Windows Server 2012 R2 Standard","4","2048","96473186304","5.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-ansible-01","Running","ETR\y.bushuev","etr-host-07.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","1","2048","24436015104","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-delegationservice-db-02","Running","ETR\e.paraga","etr-host-07.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","2","4096","41414557696","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-ceph-03","Running","ETR\a.rusinov","etr-host-06.etr.eastbanctech.ru","Other Linux (64 bit)","4","8192","14034141184","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-wso2-01","Running","ETR\y.bushuev","etr-host-08.etr.eastbanctech.ru","Other Linux (64 bit)","2","4096","11546918912","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-vsk-04","Stopped","ETR\s.goryakin","dev-host-02.etr.eastbanctech.ru","Unknown","4","4096","37551603712","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-delegationservice-db-03","Running","ETR\e.paraga","etr-host-08.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","2","4096","32052871168","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-sccm-01","Stopped","ETR\d.khromenko","dev-host-02.etr.eastbanctech.ru","64-bit edition of Windows Server 2012 Standard","8","2048","158045569024","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"s7-dev-olap","Running","ETR\g.sidorov","etr-host-05.etr.eastbanctech.ru","Windows Server 2012 R2 Standard","12","12288","246528606208","5.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"te-lb-02","Running","ETR\a.rusinov","etr-host-01.etr.eastbanctech.ru","Other Linux (64 bit)","2","2048","14499708928","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-slb-ppm-02","Running","ETR\y.grishkin","etr-host-06.etr.eastbanctech.ru","Windows Server 2016 Standard","4","4096","105868427264","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-olap-02","Running","ETR\k.anisimov","etr-host-01.etr.eastbanctech.ru","Windows Server 2016 Standard","8","16384","146871943168","5.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-ftp-02","Running","ETR\v.trofimovich","etr-host-03.etr.eastbanctech.ru","Windows Server 2019 Standard","4","4096","89862963200","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-tni-02","Running","ETR\y.bushuev","etr-host-07.etr.eastbanctech.ru","Windows Server 2019 Standard","4","4096","26847739904","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-alink-01","Running","ETR\g.sidorov","etr-host-01.etr.eastbanctech.ru","Windows Server 2016 Standard","8","8196","64395149312","5.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-kafka-02","Running","ETR\e.paraga","etr-host-03.etr.eastbanctech.ru","Other Linux (64 bit)","4","8192","118220652544","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-moss-03","Running","ETR\d.khromenko","etr-host-07.etr.eastbanctech.ru","Windows Server 2012 R2 Standard","8","12228","83017859072","5.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-portal-support-01","Running","ETR\g.sidorov","etr-host-01.etr.eastbanctech.ru","Windows Server 2019 Standard","8","6144","44967133184","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-pg-01","Running","ETR\e.paraga","etr-host-04.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","1","8192","51011125248","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-project-01","Running","ETR\g.sidorov","etr-host-07.etr.eastbanctech.ru","Windows Server 2012 R2 Standard","8","8192","107344822272","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-site-01","Running","ETR\d.khromenko","etr-host-08.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","8","4096","19767754752","5.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-elk-02","Running","ETR\e.paraga","etr-host-06.etr.eastbanctech.ru","Other Linux (64 bit)","8","16384","117717336064","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-lm-k8s-04","Running","ETR\a.korsun","etr-host-04.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","12","40960","42383441920","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-influxdb-01","Running","ETR\e.paraga","etr-host-07.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","8","8192","20338180096","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-lm-k8s-03","Running","ETR\a.korsun","etr-host-01.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","12","40960","41813016576","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-runner-08","Running","ETR\e.paraga","etr-host-14.etr.eastbanctech.ru","Other Linux (64 bit)","28","32768","323707994112","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-scvmm-01","Running","ETR\y.bushuev","etr-host-04.etr.eastbanctech.ru","Windows Server 2019 Standard","8","8192","53221523456","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-alink-01","Running","ETR\g.sidorov","etr-host-07.etr.eastbanctech.ru","Windows Server 2016 Standard","8","12288","85869985792","5.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-ubuntu-grish","Running","ETR\y.grishkin","etr-host-14.etr.eastbanctech.ru","Ubuntu Linux 20.04 (64 bit)","8","16384","67347939328","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-haproxy-hrdt-01","Running","ETR\a.tsebenko","etr-host-03.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","1","1024","5742002176","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-lm-rm-02","Running","ETR\a.korsun","etr-host-03.etr.eastbanctech.ru","Windows Server 2012 R2 Standard","4","2048","79259762688","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-runner-04","Running","ETR\e.paraga","etr-host-14.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","28","32768","1095225049088","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-gitlab-02","Running","ETR\d.khromenko","etr-host-05.etr.eastbanctech.ru","Ubuntu Linux 16.04 (64 bit)","8","8192","359556710400","5.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-te-gluster-01","Running","ETR\e.paraga","etr-host-14.etr.eastbanctech.ru","Other Linux (64 bit)","4","4096","58829307904","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-sigma-k8s-02","Running","ETR\a.kubyshkin","etr-host-01.etr.eastbanctech.ru","Oracle Linux 7 (64 bit)","16","40960","42349887488","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"s7-dev-adfs-01","Stopped","ETR\v.trofimovich","dev-host-01.etr.eastbanctech.ru","64-bit edition of Windows Server 2008 R2 Standard","4","8192","19197329408","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-te-k8s-08","Running","ETR\e.paraga","etr-host-03.etr.eastbanctech.ru","Other Linux (64 bit)","24","32768","50172264448","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"etr-tfs-search3","Running","ETR\d.khromenko","etr-host-04.etr.eastbanctech.ru","Windows Server 2016 Standard","4","4096","36746297344","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-efko-13","Stopped","ETR\d.simakov","dev-host-02.etr.eastbanctech.ru","Windows Server 2016 Standard","8","8192","536841551872","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-slb-02","Stopped","ETR\y.grishkin","dev-host-02.etr.eastbanctech.ru","64-bit edition of Windows Server 2008 R2 Standard","2","1024","114626134016","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-te-k8s-04","Running","ETR\e.paraga","etr-host-01.etr.eastbanctech.ru","Other Linux (64 bit)","24","32768","50574917632","8.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
"dev-sng-06","Stopped","ETR\g.sidorov","dev-host-02.etr.eastbanctech.ru","Unknown","4","1536","61509468160","9.0","Microsoft.SystemCenter.VirtualMachineManager.VMCheckpoint[]"
